pcode,day,LOC_DST_ep_0,LOC_DST_ep_1,LOC_DST_ep_2,LOC_DST_ep_3,LOC_DST_ep_4,LOC_CNT_ep_0,LOC_CNT_ep_1,LOC_CNT_ep_2,LOC_CNT_ep_3,LOC_CNT_ep_4,SCR_DUR_ep_0,SCR_DUR_ep_1,SCR_DUR_ep_2,SCR_DUR_ep_3,SCR_DUR_ep_4,ACT_WALKING_ep_0,ACT_WALKING_ep_1,ACT_WALKING_ep_2,ACT_WALKING_ep_3,ACT_WALKING_ep_4,ACT_RUNNING_ep_0,ACT_RUNNING_ep_1,ACT_RUNNING_ep_2,ACT_RUNNING_ep_3,ACT_RUNNING_ep_4,ACT_STILL_ep_0,ACT_STILL_ep_1,ACT_STILL_ep_2,ACT_STILL_ep_3,ACT_STILL_ep_4,ACT_FOOT_ep_0,ACT_FOOT_ep_1,ACT_FOOT_ep_2,ACT_FOOT_ep_3,ACT_FOOT_ep_4,ACT_UNKNOWN_ep_0,ACT_UNKNOWN_ep_1,ACT_UNKNOWN_ep_2,ACT_UNKNOWN_ep_3,ACT_UNKNOWN_ep_4,CON_DUR_ep_0,CON_DUR_ep_1,CON_DUR_ep_2,CON_DUR_ep_3,CON_DUR_ep_4,CON_CNT_ep_0,CON_CNT_ep_1,CON_CNT_ep_2,CON_CNT_ep_3,CON_CNT_ep_4,SLP_DUR,SLP_START,SLP_END,stress_binary_personal
P036,2013-05-28 00:00:00-04:00,21668.44,196.4931,4979.256,11485.605,5007.086,5.3333335,1.0,2.3333333,3.6666667,3.3333333,35497.0,7610.6665,8979.0,11300.0,7607.3335,3053.3333,0.0,1143.0,1108.3334,802.0,1599.3334,0.0,738.6667,684.6667,176.0,74103.0,18904.0,17338.334,18646.0,19214.666,4652.6665,0.0,1881.6666,1793.0,978.0,2031.0,0.0,342.33334,801.3333,887.3333,7333.0,648.0,664.6667,3962.6667,2057.6667,26.0,3.3333333,3.0,8.333333,11.333333,5.165,50.9,103.64778,0
P036,2013-05-29 00:00:00-04:00,18393.055,187.52193,4630.8496,6255.345,7319.338,6.0,1.0,3.0,2.6666667,3.6666667,40832.0,8743.333,11787.0,13441.0,6860.6665,1555.6666,0.0,663.6667,475.66666,416.33334,844.3333,0.0,242.66667,363.66666,238.0,77429.664,18848.0,18229.666,20116.334,20235.666,2400.0,0.0,906.3333,839.3333,654.3333,1297.6666,0.0,414.0,321.66666,562.0,14782.0,648.0,4531.0,5488.0,4115.0,40.666668,3.3333333,8.666667,13.0,15.666667,4.381528,47.807777,94.28778,0
P039,2013-04-13 00:00:00-04:00,80773.58,217.5482,361.22128,218.48532,79976.32,2.0,1.0,2.0,1.0,2.0,86400.0,21600.0,21600.0,21600.0,21600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82488.0,20675.0,20627.0,20603.0,20583.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,13.0,6312.0,404.0,2280.0,493.0,3135.0,24.0,2.0,10.0,4.0,8.0,0.0,0.0,0.0,0
P039,2013-04-16 00:00:00-04:00,10808.359,232.12173,4459.758,2392.6406,3723.839,2.3333333,1.0,2.0,1.3333334,2.0,73238.0,21600.0,18641.666,14400.0,18596.334,501.33334,0.0,162.0,236.33333,103.0,138.66667,0.0,0.0,71.666664,67.0,83815.336,21259.666,20689.666,21012.0,20854.0,640.0,0.0,0.0,308.0,170.0,1058.6666,0.0,393.33334,154.0,511.33334,8016.3335,809.6667,811.0,2331.3333,4064.3333,37.666668,4.3333335,4.6666665,11.666667,17.0,0.0,0.0,0.0,0
P039,2013-04-17 00:00:00-04:00,11094.045,276.42996,4547.724,2474.6199,3795.2715,2.6666667,1.0,2.3333333,1.6666666,2.0,73152.0,21514.0,18641.666,14400.0,18596.334,501.33334,0.0,162.0,236.33333,103.0,138.66667,0.0,0.0,71.666664,67.0,84681.0,21595.334,21040.0,21131.666,20914.0,640.0,0.0,0.0,308.0,170.0,1058.6666,0.0,393.33334,154.0,511.33334,6278.0,762.0,707.0,1716.0,3093.0,30.333334,5.0,4.3333335,8.0,13.0,0.0,0.0,0.0,0
P039,2013-04-24 00:00:00-04:00,5257.3486,256.86908,272.78177,4504.2793,223.41882,2.0,1.0,1.3333334,1.6666666,1.3333334,72698.664,21600.0,20537.666,15420.667,15140.333,481.66666,0.0,0.0,340.33334,141.33333,2.3333333,0.0,0.0,2.3333333,0.0,82770.664,20985.334,20958.666,20067.0,20759.666,484.0,0.0,0.0,342.66666,141.33333,541.0,0.0,0.0,523.6667,17.333334,9155.667,476.66666,1015.3333,3553.3333,4110.3335,30.333334,2.6666667,5.3333335,10.0,12.333333,0.0,0.0,0.0,0
P041,2013-03-30 00:00:00-04:00,2519.9194,80.45071,829.5454,1501.0934,108.82986,5.0,1.0,2.5,4.0,1.0,56264.0,12459.5,13481.0,13177.5,17146.0,3336.5,0.0,595.0,2402.0,339.5,894.0,0.0,0.0,868.0,26.0,80981.5,21538.5,20824.5,17739.5,20879.0,4230.5,0.0,595.0,3270.0,365.5,829.0,5.0,104.0,470.5,249.5,21883.0,3649.0,3449.0,6975.0,7810.0,32.5,5.5,1.5,13.5,12.0,4.9565277,48.675556,106.58222,0
P041,2013-03-31 00:00:00-04:00,2399.3655,106.06811,608.5653,1312.8604,371.87164,4.6666665,1.0,2.0,4.0,1.6666666,58119.0,15506.333,16187.333,13090.667,13334.667,2924.3333,0.0,396.66666,2148.3333,379.33334,835.3333,0.0,0.0,578.6667,256.66666,81047.664,21501.666,21004.334,18053.334,20488.334,3759.6667,0.0,396.66666,2727.0,636.0,1010.0,3.3333333,69.333336,637.0,300.33334,20565.334,4043.0,2316.0,5900.0,8306.333,33.0,8.0,1.3333334,12.333333,11.333333,4.9565277,48.675556,106.58222,0
P041,2013-04-01 00:00:00-04:00,2260.519,97.57626,667.75867,988.6535,506.53067,4.6666665,1.0,2.3333333,4.0,2.3333333,53529.332,14409.0,16256.667,13555.667,9308.0,2040.3334,70.0,183.0,1284.3334,503.0,740.0,0.0,227.0,242.66667,270.33334,81850.336,21323.0,20869.666,19339.666,20318.0,2780.3333,70.0,410.0,1527.0,773.3333,716.0,0.0,72.666664,432.33334,211.0,15529.0,3854.6667,2074.6667,4475.6665,5124.0,28.0,7.0,2.0,10.333333,8.666667,6.387361,38.795555,108.14889,0
P041,2013-04-04 00:00:00-04:00,3239.7034,185.04085,649.8121,1227.6187,1177.2319,5.0,1.0,1.0,3.0,4.0,23074.0,6457.0,238.0,3082.0,13297.0,2582.0,0.0,9.0,962.0,1611.0,67.0,0.0,0.0,2.0,65.0,83209.0,21587.0,21591.0,20399.0,19632.0,2649.0,0.0,9.0,964.0,1676.0,529.0,8.0,0.0,234.0,287.0,12506.0,5366.0,0.0,2823.0,4317.0,18.0,8.0,0.0,4.0,6.0,6.112639,60.315556,127.47111,0
P041,2013-04-05 00:00:00-04:00,2891.9744,141.18684,976.406,1146.6818,627.6997,5.5,1.0,2.5,4.0,2.5,36666.5,3275.5,3601.5,12341.0,17448.5,2823.0,1.0,596.5,1420.0,805.5,37.0,0.0,0.0,4.5,32.5,82922.5,21582.5,20895.5,19839.5,20605.0,2860.0,1.0,596.5,1424.5,838.0,590.0,10.5,104.0,332.0,143.5,15707.5,3676.0,3732.5,6105.0,2194.0,20.0,6.5,4.0,6.0,3.5,6.6030555,48.917778,119.996666,0
P041,2013-04-06 00:00:00-04:00,2167.0757,125.333275,685.0259,922.66614,434.05048,4.6666665,1.0,2.0,3.6666667,2.0,53244.332,9383.667,9601.0,15427.333,18832.334,2258.0,0.6666667,397.66666,1322.6666,537.0,24.666666,0.0,0.0,3.0,21.666666,83454.664,21560.0,21082.334,19964.0,20848.334,2282.6667,0.6666667,397.66666,1325.6666,558.6667,399.33334,7.0,69.333336,227.33333,95.666664,11470.0,3335.0,2488.3333,4160.6665,1486.0,15.333333,5.3333335,2.6666667,4.6666665,2.6666667,6.6030555,48.917778,119.996666,0
P041,2013-04-09 00:00:00-04:00,1968.5447,130.97191,177.73088,1302.742,357.09985,5.0,1.0,1.0,4.0,2.0,46121.0,21600.0,20387.0,64.0,4070.0,3317.0,0.0,0.0,2365.0,952.0,209.0,0.0,10.0,199.0,0.0,82574.0,21596.0,21587.0,18992.0,20399.0,3526.0,0.0,10.0,2564.0,952.0,281.0,0.0,0.0,38.0,243.0,9401.0,1352.0,272.0,4618.0,3159.0,17.0,1.0,1.0,6.0,9.0,0.0,0.0,0.0,0
P041,2013-04-10 00:00:00-04:00,3192.3826,108.460304,745.7534,1236.2655,1101.9033,7.5,1.0,2.5,4.0,3.5,48576.5,21600.0,17277.0,5291.0,4408.5,4350.0,0.0,685.0,1670.0,1995.0,634.5,0.0,8.0,103.5,523.0,80665.0,21597.0,20891.5,19460.5,18716.0,4984.5,0.0,693.0,1773.5,2518.0,728.0,0.0,10.5,358.5,359.0,17280.0,1039.0,3663.0,6424.0,6154.0,18.0,2.5,1.5,4.5,9.5,0.0,0.0,0.0,0
P041,2013-04-11 00:00:00-04:00,2922.6025,138.1444,734.27985,1299.3403,750.8379,6.6666665,1.0,2.0,4.0,2.6666667,40419.0,17888.0,12365.0,6395.3335,3770.6667,3747.6667,0.0,456.66666,1961.0,1330.0,431.33334,0.0,5.3333335,77.333336,348.66666,81441.336,21585.0,21125.666,19128.334,19602.334,4179.0,0.0,462.0,2038.3334,1678.6666,749.6667,11.333333,7.0,425.66666,305.66666,14519.0,2154.3333,2442.0,5608.3335,4314.3335,19.666666,5.6666665,1.0,5.0,8.0,0.0,0.0,0.0,0
P041,2013-04-12 00:00:00-04:00,3153.176,226.24506,1097.6632,1154.8416,674.4262,7.3333335,1.6666666,3.0,3.6666667,2.3333333,31767.0,11698.0,6471.3335,6374.0,7223.6665,3376.0,81.666664,692.6667,1589.0,1012.6667,587.6667,0.0,162.0,77.0,348.66666,81407.0,21421.0,20722.666,19295.334,19968.0,3963.6667,81.666664,854.6667,1666.0,1361.3334,949.3333,90.666664,11.333333,616.0,231.33333,18190.334,2537.0,3588.0,8491.667,3573.6667,21.333334,6.3333335,2.3333333,6.6666665,6.0,0.0,0.0,0.0,0
P041,2013-04-13 00:00:00-04:00,2215.8772,250.77577,716.4813,811.1908,437.42926,5.0,1.6666666,2.0,2.6666667,1.6666666,43556.332,11698.0,8949.0,10068.0,12841.333,1902.3334,81.666664,236.0,1267.6666,317.0,548.6667,0.0,160.0,74.333336,314.33334,83155.0,21399.666,21148.334,19801.334,20805.666,2451.0,81.666664,396.0,1342.0,631.3333,561.3333,90.666664,4.3333335,391.0,75.333336,15197.333,4678.6665,1236.6666,6242.6665,3039.3333,22.0,6.6666665,1.6666666,8.0,5.6666665,0.0,0.0,0.0,0
P041,2013-04-14 00:00:00-04:00,1625.4147,220.75327,516.61127,450.4465,437.6036,4.0,1.6666666,2.0,2.0,1.6666666,60693.332,15410.0,15302.0,14400.0,15581.333,1131.3334,81.666664,236.0,496.66666,317.0,545.3333,0.0,160.0,71.0,314.33334,83851.336,21340.666,21071.334,20673.334,20766.0,1676.6666,81.666664,396.0,567.6667,631.3333,307.33334,79.333336,4.3333335,204.33333,19.333334,13952.667,4608.6665,1270.3334,5101.6665,2972.0,19.0,4.0,2.0,7.3333335,5.6666665,0.0,0.0,0.0,1
P041,2013-04-15 00:00:00-04:00,1377.3531,205.21771,277.73965,346.952,547.44385,3.3333333,1.3333334,1.3333334,2.0,2.3333333,73571.664,21600.0,21600.0,14943.333,15428.333,980.3333,90.666664,119.666664,312.0,458.0,473.66666,0.0,89.0,5.0,379.66666,83873.336,21243.666,21164.666,21023.666,20441.334,1454.0,90.666664,208.66667,317.0,837.6667,110.333336,68.666664,0.0,5.6666665,36.0,15257.0,4858.0,1133.0,4797.6665,4468.3335,21.333334,5.0,0.6666667,8.333333,7.3333335,0.0,0.0,0.0,0
P041,2013-04-16 00:00:00-04:00,1813.8849,293.7743,443.72256,586.0245,490.3636,5.0,1.6666666,2.0,3.0,2.0,73571.664,21600.0,21600.0,14943.333,15428.333,1385.0,174.0,343.0,619.0,249.0,329.33334,0.0,98.333336,83.0,148.0,79510.336,21063.334,20851.666,20401.666,17193.666,1714.3334,174.0,441.33334,702.0,397.0,326.0,68.666664,1.6666666,152.66667,103.0,13847.667,2474.3333,1983.0,6583.6665,2806.6667,20.0,3.3333333,1.0,10.666667,5.0,0.0,0.0,0.0,0
P041,2013-04-20 00:00:00-04:00,3639.7256,122.80085,146.86325,2072.529,1297.5323,3.0,1.0,1.0,3.0,2.0,68175.0,21600.0,21600.0,8462.0,16513.0,5347.0,0.0,0.0,3796.0,1551.0,159.0,0.0,0.0,156.0,3.0,79901.0,21491.0,21438.0,17295.0,19677.0,5506.0,0.0,0.0,3952.0,1554.0,90.0,0.0,0.0,72.0,18.0,42438.0,11659.0,0.0,9572.0,21207.0,30.0,6.0,0.0,10.0,14.0,0.0,0.0,0.0,0
P041,2013-04-21 00:00:00-04:00,2668.3542,117.63094,125.223434,1350.6108,1074.8889,5.0,1.0,1.0,3.5,4.0,71389.0,21600.0,21600.0,12015.0,16174.0,3855.0,0.0,0.0,2261.5,1593.5,98.5,0.0,0.0,78.0,20.5,80463.5,21348.0,21305.0,18504.5,19306.0,3953.5,0.0,0.0,2339.5,1614.0,623.0,0.0,0.0,376.5,246.5,28194.5,6430.0,0.0,7207.5,14557.0,30.5,3.5,0.0,11.5,15.5,0.0,0.0,0.0,0
P041,2013-04-22 00:00:00-04:00,3336.3867,101.65387,578.71356,1384.9258,1271.0936,6.6666665,1.0,2.3333333,4.3333335,4.3333335,72654.336,21600.0,20499.334,12572.333,17982.666,3769.3333,0.0,528.0,1777.0,1464.3334,161.33333,0.0,2.6666667,54.666668,104.0,80120.336,21245.666,20680.334,18984.666,19209.666,3930.6667,0.0,530.6667,1831.6666,1568.3334,648.0,0.0,0.0,330.33334,317.66666,31194.334,6458.6665,2487.3333,8250.0,13998.333,36.333332,5.6666665,2.0,13.0,15.666667,0.0,0.0,0.0,0
P041,2013-04-23 00:00:00-04:00,2983.1506,203.45883,591.34625,1240.1012,948.2444,8.0,1.3333334,2.3333333,5.6666665,4.3333335,78729.336,21600.0,20499.334,16951.666,19678.334,2814.0,158.0,528.0,1026.6666,1101.3334,176.33333,2.6666667,2.6666667,68.0,103.0,80149.664,20729.666,20502.0,19464.0,19454.0,2990.3333,160.66667,530.6667,1094.6666,1204.3334,931.3333,161.66667,0.0,454.66666,315.0,21731.0,3072.6667,2487.3333,8237.0,7934.0,36.666668,5.6666665,2.0,15.0,14.0,0.0,0.0,0.0,0
P041,2013-04-24 00:00:00-04:00,3324.2283,203.52583,701.48975,1376.6439,1042.5688,7.6666665,1.3333334,2.3333333,5.6666665,3.6666667,82661.664,21600.0,20499.334,18962.334,21600.0,2730.3333,158.0,554.6667,1186.3334,831.3333,298.66666,2.6666667,2.6666667,68.0,225.33333,77371.664,20611.666,20252.666,19192.334,17315.0,3029.0,160.66667,557.3333,1254.3334,1056.6666,804.0,161.66667,73.0,410.0,159.33333,21528.0,4078.0,2581.0,8098.6665,6770.3335,35.0,8.0,2.6666667,12.333333,12.0,0.0,0.0,0.0,0
P041,2013-04-25 00:00:00-04:00,2966.7659,288.4818,419.21756,1363.4241,895.6424,6.3333335,1.6666666,1.0,4.6666665,3.3333333,86400.0,21600.0,21600.0,21600.0,21600.0,2815.0,380.66666,137.33333,1236.6666,1060.3334,203.0,2.6666667,0.0,65.333336,135.0,76677.664,20094.666,20398.666,19003.666,17180.666,3018.0,383.33334,137.33333,1302.0,1195.3334,901.3333,241.66667,216.33333,420.0,23.333334,17253.0,3623.0,255.0,9774.333,3600.6667,32.333332,7.6666665,1.0,13.333333,10.333333,0.0,0.0,0.0,0
P041,2013-04-26 00:00:00-04:00,2621.818,244.78899,426.32742,1130.6263,820.0754,5.6666665,1.6666666,1.3333334,3.6666667,3.0,73074.664,16335.667,14431.0,20708.0,21600.0,2913.0,381.66666,284.66666,1340.3334,906.3333,135.0,0.0,0.0,0.0,135.0,76482.336,20148.0,20141.334,18976.0,17217.0,3048.0,381.66666,284.66666,1340.3334,1041.3334,608.3333,85.0,220.0,283.33334,20.0,17128.666,3156.3333,1358.0,9487.333,3127.0,27.666666,6.0,2.0,11.0,8.666667,7.390139,44.904446,122.28,0
P041,2013-04-27 00:00:00-04:00,2275.0403,249.30583,299.16644,922.04675,804.52124,5.3333335,1.6666666,1.3333334,3.0,3.0,73074.664,16335.667,14431.0,20708.0,21600.0,2983.0,381.66666,258.0,1251.0,1092.3334,88.333336,0.0,0.0,0.0,88.333336,79774.336,20217.334,20533.0,19344.666,19679.334,3071.3333,381.66666,258.0,1251.0,1180.6666,583.0,85.0,147.0,319.33334,31.666666,13619.0,1828.0,1264.3334,8525.333,2001.3334,22.333334,3.6666667,1.3333334,11.333333,6.0,7.390139,44.904446,122.28,0
P041,2013-04-28 00:00:00-04:00,1892.4276,267.5714,109.16118,664.6967,850.99835,5.0,1.6666666,1.3333334,2.6666667,3.0,73074.664,16335.667,14431.0,20708.0,21600.0,3211.0,305.33334,147.33333,1479.3334,1279.0,171.66667,0.0,0.0,9.333333,162.33333,81079.336,20763.334,21109.0,19506.334,19700.666,3382.6667,305.33334,147.33333,1488.6666,1441.3334,362.0,14.0,3.6666667,249.33333,95.0,9533.0,2968.6667,1103.0,3579.6667,1881.6666,15.0,2.6666667,1.0,6.0,5.3333335,7.390139,44.904446,122.28,0
P041,2013-04-29 00:00:00-04:00,2384.1284,235.67116,244.823,1045.0948,858.5394,5.3333335,1.6666666,1.6666666,3.0,3.0,73707.336,14691.667,15815.667,21600.0,21600.0,3274.3333,308.0,91.0,1596.3334,1279.0,463.0,0.0,76.666664,224.0,162.33333,81836.664,21061.0,21382.666,19463.666,19929.334,3737.3333,308.0,167.66667,1820.3334,1441.3334,419.33334,9.0,0.0,253.66667,156.66667,11257.667,4922.0,1082.0,3732.0,1521.6666,19.0,4.3333335,1.0,8.666667,5.0,6.261528,50.215557,118.562225,0
P041,2013-04-30 00:00:00-04:00,2651.9426,308.53827,431.5347,1296.7292,615.14044,5.6666665,2.0,2.0,4.3333335,2.0,64289.0,9892.0,11197.0,21600.0,21600.0,3620.3333,384.66666,450.0,1908.6666,877.0,392.0,0.0,81.0,237.0,74.0,81217.336,21098.666,20948.0,18835.334,20335.334,4012.3333,384.66666,531.0,2145.6667,951.0,626.0,11.666667,3.3333333,468.66666,142.33333,14488.667,6356.0,1182.6666,5774.6665,1175.3334,24.333334,6.0,1.6666666,12.666667,4.0,6.261528,50.215557,118.562225,1
P041,2013-05-08 00:00:00-04:00,1404.325,823.196,190.29709,235.56064,155.27132,2.0,2.0,1.0,2.0,1.0,86400.0,21600.0,21600.0,21600.0,21600.0,2679.0,1129.0,1550.0,0.0,0.0,820.0,326.0,494.0,0.0,0.0,80722.0,19329.0,19133.0,21143.0,21117.0,3499.0,1455.0,2044.0,0.0,0.0,437.0,437.0,0.0,0.0,0.0,7043.0,3941.0,1007.0,203.0,1892.0,29.0,16.0,7.0,3.0,3.0,0.0,0.0,0.0,1
P041,2013-05-12 00:00:00-04:00,1561.5409,100.70511,68.85046,367.58096,1024.4044,4.0,1.0,1.0,3.0,2.0,31565.0,8200.0,42.0,17864.0,5459.0,1910.0,0.0,0.0,293.0,1617.0,236.0,0.0,0.0,193.0,43.0,82712.0,21246.0,21240.0,20726.0,19500.0,2146.0,0.0,0.0,486.0,1660.0,89.0,0.0,0.0,8.0,81.0,4045.0,566.0,151.0,1028.0,2300.0,16.0,6.0,2.0,5.0,3.0,5.969861,50.22222,116.23556,0
P041,2013-05-13 00:00:00-04:00,1909.915,240.39906,305.51257,807.7788,556.22455,5.0,1.5,2.0,4.0,1.5,33533.0,4540.5,1160.0,14303.0,13529.5,2801.0,240.5,744.5,1007.5,808.5,552.5,117.0,214.5,199.5,21.5,81192.5,20863.0,20135.5,19821.0,20373.0,3353.5,357.5,959.0,1207.0,830.0,363.0,0.0,110.5,212.0,40.5,15767.5,3767.0,2682.0,6484.0,2834.5,29.5,6.5,3.5,6.5,13.0,6.578472,42.732224,113.61444,0
P042,2013-04-03 00:00:00-04:00,18972.367,623.8607,2231.0054,9817.157,6300.343,3.3333333,1.3333334,1.3333334,1.3333334,2.0,11442.0,1007.6667,1007.6667,4700.6665,4726.0,1738.3334,17.333334,93.666664,1092.3334,535.0,409.0,1.6666666,65.333336,71.666664,270.33334,76143.0,21191.334,20489.0,18640.334,15822.333,2147.3333,19.0,159.0,1164.0,805.3333,7198.0,317.0,848.0,1675.0,4358.0,26390.334,1347.0,2575.0,9762.333,12706.0,36.666668,4.0,3.3333333,16.333334,13.0,5.921111,61.63778,117.44444,1
P042,2013-04-04 00:00:00-04:00,26539.193,621.68866,4296.6772,14705.409,6915.4175,4.3333335,1.3333334,1.3333334,2.6666667,2.0,30154.666,3346.3333,8207.667,10028.667,8572.0,2302.6667,17.333334,93.666664,1619.0,572.6667,429.0,1.6666666,65.333336,154.66667,207.33333,71866.336,21191.0,15691.333,16839.666,18144.334,2731.6667,19.0,159.0,1773.6666,780.0,4309.0,317.0,848.0,2606.0,538.0,25936.334,104.333336,2205.3333,12804.0,10822.667,36.0,1.3333334,2.0,15.333333,17.333334,5.921111,61.63778,117.44444,0
P042,2013-04-05 00:00:00-04:00,22824.559,60.050636,8743.972,7464.9155,6555.621,4.6666665,1.0,2.3333333,3.0,1.6666666,31137.334,3035.0,7704.6665,10859.667,9538.0,3187.3333,94.666664,187.0,1775.3334,1130.3334,374.33334,1.6666666,65.333336,229.33333,78.0,66174.336,20931.666,15337.667,16083.0,13822.0,3561.6667,96.333336,252.33333,2004.6666,1208.3334,8741.0,393.0,1012.6667,3024.6667,4310.6665,26119.0,57.333332,6195.6665,10945.667,8920.333,33.333332,0.6666667,4.0,13.0,15.666667,5.7054167,58.038887,112.12,1
P042,2013-04-06 00:00:00-04:00,25909.854,56.348804,8994.622,10642.859,6216.023,4.3333335,1.0,2.3333333,3.3333333,1.3333334,36004.668,2345.3333,7222.3335,13322.333,13114.667,5043.0,83.333336,109.666664,3581.3333,1268.6666,377.33334,0.0,0.0,229.33333,148.0,62010.332,20981.0,15959.0,13239.0,11831.333,5420.3335,83.333336,109.666664,3810.6667,1416.6666,7604.3335,231.66667,399.66666,2791.3333,4181.6665,26658.0,57.333332,4118.0,13392.333,9090.333,30.0,0.6666667,2.6666667,11.0,15.666667,6.1233335,43.73111,101.155556,0
P042,2013-04-07 00:00:00-04:00,16813.473,56.739407,6924.426,5716.71,4115.5977,3.0,1.0,2.3333333,2.0,1.3333334,41758.0,7206.6665,7222.3335,11333.0,15996.0,4313.3335,83.333336,109.666664,2919.6667,1200.6666,294.33334,0.0,0.0,146.33333,148.0,66441.336,17955.334,20487.666,14916.0,13082.333,4607.6665,83.333336,109.666664,3066.0,1348.6666,6604.0,231.66667,399.66666,1790.3334,4182.3335,19941.666,0.0,4118.0,8659.667,7164.0,22.0,0.0,2.6666667,8.666667,10.666667,6.1233335,43.73111,101.155556,0
P042,2013-04-08 00:00:00-04:00,10539.725,81.90957,4803.431,3518.56,2135.8242,3.0,1.0,2.3333333,1.6666666,1.3333334,40290.0,7210.3335,8432.333,9933.667,14713.667,2962.0,0.0,350.66666,2058.0,553.3333,299.33334,0.0,70.666664,158.66667,70.0,72859.664,18038.0,20268.0,16658.0,17895.666,3261.3333,0.0,421.33334,2216.6667,623.3333,1747.0,1.0,439.66666,1047.0,259.33334,14199.667,252.0,1832.6666,6673.3335,5441.6665,26.666666,1.3333334,2.6666667,10.0,12.666667,6.7466664,28.444445,90.85555,0
P042,2013-04-09 00:00:00-04:00,12790.576,2146.2532,4440.446,612.31775,5591.559,3.6666667,1.3333334,2.6666667,2.3333333,2.0,58503.668,14410.333,15622.333,13757.333,14713.667,1355.0,71.333336,416.0,479.33334,388.33334,318.66666,77.333336,70.666664,170.66667,0.0,78852.664,17900.666,20467.334,20105.0,20379.666,1673.6666,148.66667,486.66666,650.0,388.33334,1549.0,172.66667,373.66666,512.6667,490.0,15849.333,416.66666,2081.3333,6571.6665,6779.6665,28.0,1.6666666,2.6666667,8.666667,15.0,0.0,0.0,0.0,1
P042,2013-04-10 00:00:00-04:00,22650.768,2159.7444,9304.994,3349.252,7836.778,4.6666665,1.3333334,3.3333333,2.6666667,2.3333333,45905.668,14410.333,13303.333,10418.667,7773.3335,1991.6666,71.333336,802.6667,710.6667,407.0,340.66666,77.333336,86.666664,170.66667,6.0,81574.0,20927.334,20042.666,20004.334,20599.666,2332.3333,148.66667,889.3333,881.3333,413.0,2093.6667,172.66667,664.0,697.6667,559.3333,23706.0,416.66666,4766.3335,8965.667,9557.333,39.333332,1.6666666,4.6666665,15.0,18.0,0.0,0.0,0.0,0
P042,2013-04-11 00:00:00-04:00,24620.06,2129.8596,9137.279,3425.9226,9927.0,4.6666665,1.3333334,2.6666667,3.0,2.6666667,64830.0,16702.666,19281.0,14400.0,14446.333,2816.0,83.333336,1252.6666,710.0,770.0,130.66667,77.333336,25.0,12.0,16.333334,79636.336,21025.666,19607.666,19268.0,19735.0,2946.6667,160.66667,1277.6666,722.0,786.3333,3426.3333,375.33334,636.6667,1486.6666,927.6667,27887.666,164.66667,4661.6665,12159.0,10902.333,34.666668,0.33333334,4.0,13.666667,16.666666,0.0,0.0,0.0,0
P042,2013-04-12 00:00:00-04:00,19662.807,67.81716,9492.239,3518.5935,6584.1577,4.6666665,1.0,2.6666667,2.6666667,2.0,56799.668,16702.666,19281.0,12373.333,8442.667,2826.0,12.0,1460.3334,690.0,663.6667,73.666664,0.0,42.666668,11.333333,19.666666,79653.0,21218.666,19269.0,19168.334,19997.0,2899.6667,12.0,1503.0,701.3333,683.3333,2934.3333,202.66667,628.6667,1476.3334,626.6667,25574.666,0.0,6138.3335,10261.0,9175.333,34.666668,0.0,4.6666665,14.0,16.0,0.0,0.0,0.0,0
P042,2013-04-13 00:00:00-04:00,15650.323,54.00858,6650.339,2345.1362,6600.8403,4.3333335,1.0,2.0,2.6666667,2.3333333,69455.0,16702.666,21600.0,16255.333,14897.0,2859.3333,12.0,1155.0,947.0,745.3333,54.0,0.0,29.0,11.333333,13.666667,77888.336,21061.0,19559.666,18338.666,18929.0,2913.3333,12.0,1184.0,958.3333,759.0,4041.3333,202.66667,498.33334,1886.3334,1454.0,22688.334,0.0,3695.0,11292.0,7701.3335,27.0,0.0,3.3333333,10.666667,13.0,0.0,0.0,0.0,1
P042,2013-04-14 00:00:00-04:00,15112.517,76.82628,4445.454,4106.9453,6483.2915,3.6666667,1.0,1.6666666,2.6666667,2.0,70589.0,21600.0,21600.0,14138.0,13251.0,1932.3334,0.0,370.66666,1096.0,465.66666,34.666668,0.0,20.0,11.333333,3.3333333,80295.664,21114.334,20426.334,19239.334,19515.666,1967.0,0.0,390.66666,1107.3334,469.0,2137.0,0.0,307.33334,748.3333,1081.3334,13333.667,0.0,2195.3333,6592.6665,4545.6665,21.333334,0.0,2.6666667,9.0,9.666667,0.0,0.0,0.0,0
P042,2013-04-15 00:00:00-04:00,10304.022,75.30486,2093.0642,3744.6492,4391.004,2.3333333,1.0,1.0,2.0,1.6666666,73205.0,20090.0,21600.0,15233.333,16281.667,1148.6666,91.0,81.333336,728.0,248.33333,2.3333333,0.0,2.3333333,0.0,0.0,80774.336,20862.666,20753.0,19515.334,19643.334,1151.0,91.0,83.666664,728.0,248.33333,1893.0,80.666664,160.0,671.6667,980.6667,8045.6665,201.33333,342.33334,5092.6665,2409.3333,15.0,1.0,1.3333334,7.3333335,5.3333335,0.0,0.0,0.0,0
